Fecha;Año;Mes;Cliente;País;Producto;Valor;MétodoDePago
28/2/2021;2021;feb;Manuel Ruiz;España;Producto D;600,00 €;Tarjeta de débito
28/2/2021;2021;feb;Manuel Muñoz;México;Producto C;200,00 €;Tarjeta de crédito
28/2/2021;2021;feb;Manuel Vazquez;Chile;Producto B;350,00 €;Tarjeta de débito
28/2/2021;2021;feb;Manuel Reyes;España;Producto D;600,00 €;Tarjeta de crédito
28/2/2021;2021;feb;Cristina Rodriguez;España;Producto B;350,00 €;Transferencia bancaria
1/3/2021;2021;mar;Cristina Iglesias;Colombia;Producto A;500,00 €;Tarjeta de crédito
1/3/2021;2021;mar;Cristina Moya;México;Producto D;600,00 €;Tarjeta de crédito
1/3/2021;2021;mar;Alberto Ortiz;Chile;Producto A;500,00 €;Transferencia bancaria
1/3/2021;2021;mar;Alberto Santos;Colombia;Producto B;350,00 €;Tarjeta de débito
1/3/2021;2021;mar;Alberto Pascual;México;Producto C;200,00 €;Transferencia bancaria
1/3/2021;2021;mar;Claudia Blanco;Argentina;Producto D;600,00 €;Tarjeta de débito
1/3/2021;2021;mar;Claudia Ortega;España;Producto C;200,00 €;Transferencia bancaria
1/3/2021;2021;mar;Claudia Santana;Colombia;Producto D;600,00 €;Tarjeta de crédito
1/3/2021;2021;mar;Daniel Dominguez;Argentina;Producto D;600,00 €;Tarjeta de crédito
1/3/2021;2021;mar;Daniel Vazquez;México;Producto A;500,00 €;Tarjeta de crédito
1/3/2021;2021;mar;Daniel Delgado;Colombia;Producto B;350,00 €;Tarjeta de crédito
1/3/2021;2021;mar;Rosa Vazquez;España;Producto D;600,00 €;Transferencia bancaria
2/3/2021;2021;mar;Rosa Marin;Argentina;Producto A;500,00 €;Tarjeta de crédito
2/3/2021;2021;mar;Vicente Sanchez;Colombia;Producto A;500,00 €;Tarjeta de débito
2/3/2021;2021;mar;Pilar Palacios;México;Producto C;200,00 €;Transferencia bancaria
2/3/2021;2021;mar;Ricardo Roldan;Colombia;Producto A;500,00 €;Tarjeta de crédito
2/3/2021;2021;mar;Gloria Aguilar;Argentina;Producto A;500,00 €;Tarjeta de débito
2/3/2021;2021;mar;Gloria Hidalgo;España;Producto D;600,00 €;Tarjeta de crédito
2/3/2021;2021;mar;Alfonso Valero;México;Producto A;500,00 €;Transferencia bancaria
2/3/2021;2021;mar;Alfonso Soler;Chile;Producto C;200,00 €;Tarjeta de crédito
2/3/2021;2021;mar;Teresa Iglesias;España;Producto C;200,00 €;Tarjeta de débito
2/3/2021;2021;mar;Teresa Soria;España;Producto A;500,00 €;Tarjeta de débito
3/3/2021;2021;mar;Raul Garcia;Colombia;Producto C;200,00 €;Tarjeta de crédito
3/3/2021;2021;mar;Raul Vazquez;México;Producto B;350,00 €;Transferencia bancaria
3/3/2021;2021;mar;Raul Sanz;Chile;Producto D;600,00 €;Tarjeta de crédito
3/3/2021;2021;mar;Raul Medina;Colombia;Producto D;600,00 €;Tarjeta de débito
3/3/2021;2021;mar;Raul Garrido;México;Producto A;500,00 €;Tarjeta de débito
3/3/2021;2021;mar;Raul Mariscal;Argentina;Producto B;350,00 €;Transferencia bancaria
3/3/2021;2021;mar;Victoria Carvajal;España;Producto D;600,00 €;Tarjeta de crédito
3/3/2021;2021;mar;Javier Alonso;Colombia;Producto A;500,00 €;Transferencia bancaria
3/3/2021;2021;mar;Javier Aguilar;Argentina;Producto B;350,00 €;Transferencia bancaria
3/3/2021;2021;mar;Hugo Gutierrez;México;Producto D;600,00 €;Transferencia bancaria
3/3/2021;2021;mar;Hugo Arroyo;Colombia;Producto A;500,00 €;Transferencia bancaria
3/3/2021;2021;mar;Alicia Gonzalez;España;Producto C;200,00 €;Tarjeta de crédito
4/3/2021;2021;mar;Alicia Torres;Argentina;Producto D;600,00 €;Tarjeta de crédito
4/3/2021;2021;mar;Alicia Santiago;Colombia;Producto B;350,00 €;Tarjeta de crédito
4/3/2021;2021;mar;Ramon Muñoz;México;Producto B;350,00 €;Transferencia bancaria
4/3/2021;2021;mar;Ramon Delgado;Colombia;Producto D;600,00 €;Transferencia bancaria
4/3/2021;2021;mar;Natalia Rojas;Argentina;Producto D;600,00 €;Tarjeta de débito
4/3/2021;2021;mar;Emilio Rodriguez;España;Producto A;500,00 €;Tarjeta de débito
4/3/2021;2021;mar;Emilio Perez;México;Producto B;350,00 €;Transferencia bancaria
4/3/2021;2021;mar;Veronica Martinez;Chile;Producto A;500,00 €;Transferencia bancaria
5/3/2021;2021;mar;Ivan Vazquez;España;Producto C;200,00 €;Tarjeta de crédito
5/3/2021;2021;mar;Ivan Escudero;España;Producto B;350,00 €;Tarjeta de débito
5/3/2021;2021;mar;Beatriz Fuentes;Colombia;Producto A;500,00 €;Transferencia bancaria
5/3/2021;2021;mar;Gonzalo Lopez;México;Producto A;500,00 €;Transferencia bancaria
5/3/2021;2021;mar;Gonzalo Villanueva;Chile;Producto D;600,00 €;Tarjeta de crédito
5/3/2021;2021;mar;Raquel Perez;Colombia;Producto A;500,00 €;Tarjeta de débito
5/3/2021;2021;mar;Raquel Diez;México;Producto A;500,00 €;Tarjeta de crédito
5/3/2021;2021;mar;Raquel Ibañez;Argentina;Producto A;500,00 €;Tarjeta de crédito
5/3/2021;2021;mar;Raquel Soler;España;Producto C;200,00 €;Tarjeta de crédito
5/3/2021;2021;mar;Francisco Lopez;Colombia;Producto A;500,00 €;Tarjeta de débito
5/3/2021;2021;mar;Francisco Mora;Argentina;Producto C;200,00 €;Tarjeta de crédito
5/3/2021;2021;mar;Francisco Pascual;México;Producto D;600,00 €;Transferencia bancaria
5/3/2021;2021;mar;Francisco Bautista;Colombia;Producto A;500,00 €;Tarjeta de débito
5/3/2021;2021;mar;Francisco Tejada;España;Producto D;600,00 €;Tarjeta de crédito
5/3/2021;2021;mar;Lorena Nieto;Argentina;Producto A;500,00 €;Transferencia bancaria
5/3/2021;2021;mar;Lorena Rios;Colombia;Producto A;500,00 €;Transferencia bancaria
5/3/2021;2021;mar;Pablo Dominguez;México;Producto C;200,00 €;Tarjeta de débito
5/3/2021;2021;mar;Pablo Crespo;Colombia;Producto D;600,00 €;Tarjeta de débito
6/3/2021;2021;mar;Pablo Franco;Argentina;Producto B;350,00 €;Tarjeta de crédito
6/3/2021;2021;mar;Monica Iglesias;España;Producto A;500,00 €;Tarjeta de débito
6/3/2021;2021;mar;alvaro Rodriguez;México;Producto B;350,00 €;Tarjeta de crédito
6/3/2021;2021;mar;alvaro Lorenzo;Chile;Producto C;200,00 €;Tarjeta de crédito
6/3/2021;2021;mar;Cecilia Fuentes;España;Producto C;200,00 €;Transferencia bancaria
7/3/2021;2021;mar;Cecilia Nieto;España;Producto A;500,00 €;Transferencia bancaria
7/3/2021;2021;mar;Cecilia Mariscal;Colombia;Producto A;500,00 €;Tarjeta de débito
7/3/2021;2021;mar;Enrique Izquierdo;México;Producto C;200,00 €;Tarjeta de crédito
7/3/2021;2021;mar;Adriana Lopez;Chile;Producto A;500,00 €;Transferencia bancaria
7/3/2021;2021;mar;Adriana Cano;Colombia;Producto A;500,00 €;Transferencia bancaria
7/3/2021;2021;mar;Adriana Santana;México;Producto D;600,00 €;Tarjeta de crédito
7/3/2021;2021;mar;Julio Garcia;Argentina;Producto D;600,00 €;Tarjeta de crédito
7/3/2021;2021;mar;Julio Jimenez;España;Producto B;350,00 €;Tarjeta de débito
8/3/2021;2021;mar;Julio Rubio;Colombia;Producto D;600,00 €;Transferencia bancaria
8/3/2021;2021;mar;Julio Hidalgo;Argentina;Producto C;200,00 €;Transferencia bancaria
8/3/2021;2021;mar;Silvia Herrero;México;Producto A;500,00 €;Transferencia bancaria
8/3/2021;2021;mar;Martin Montes;Colombia;Producto A;500,00 €;Tarjeta de crédito
8/3/2021;2021;mar;Gabriela alvarez;España;Producto C;200,00 €;Tarjeta de crédito
8/3/2021;2021;mar;Gabriela Vazquez;Argentina;Producto B;350,00 €;Tarjeta de débito
8/3/2021;2021;mar;Gabriela Fuentes;Colombia;Producto B;350,00 €;Tarjeta de débito
8/3/2021;2021;mar;oscar Diaz;México;Producto C;200,00 €;Tarjeta de crédito
8/3/2021;2021;mar;oscar Castro;Colombia;Producto C;200,00 €;Transferencia bancaria
8/3/2021;2021;mar;Marina Medina;Argentina;Producto D;600,00 €;Tarjeta de crédito
8/3/2021;2021;mar;Marina Aguilar;España;Producto C;200,00 €;Tarjeta de crédito
8/3/2021;2021;mar;Marina Galvez;México;Producto B;350,00 €;Transferencia bancaria
9/3/2021;2021;mar;Esteban Cortes;Chile;Producto B;350,00 €;Tarjeta de débito
9/3/2021;2021;mar;Esteban Blasco;España;Producto A;500,00 €;Transferencia bancaria
9/3/2021;2021;mar;Irene Castro;España;Producto A;500,00 €;Transferencia bancaria
9/3/2021;2021;mar;Irene Leon;Colombia;Producto A;500,00 €;Transferencia bancaria
9/3/2021;2021;mar;Fabian Fernandez;México;Producto D;600,00 €;Tarjeta de crédito
9/3/2021;2021;mar;Fabian Gonzalez;Chile;Producto A;500,00 €;Transferencia bancaria
9/3/2021;2021;mar;Fabian Vazquez;Colombia;Producto A;500,00 €;Tarjeta de débito
9/3/2021;2021;mar;Valentina Hernandez;México;Producto C;200,00 €;Transferencia bancaria
9/3/2021;2021;mar;Valentina Lorenzo;Argentina;Producto B;350,00 €;Tarjeta de débito
9/3/2021;2021;mar;Valentina Saez;España;Producto A;500,00 €;Transferencia bancaria
9/3/2021;2021;mar;Valentina Montes;Colombia;Producto A;500,00 €;Tarjeta de débito
10/3/2021;2021;mar;Tomas Vazquez;Argentina;Producto C;200,00 €;Tarjeta de crédito
10/3/2021;2021;mar;Tomas Carrasco;México;Producto C;200,00 €;Tarjeta de crédito
10/3/2021;2021;mar;Emilia Lopez;Colombia;Producto D;600,00 €;Tarjeta de débito
10/3/2021;2021;mar;Emilia Prieto;España;Producto C;200,00 €;Tarjeta de crédito
10/3/2021;2021;mar;Nuria Martin;Argentina;Producto C;200,00 €;Tarjeta de crédito
10/3/2021;2021;mar;Nuria Cortes;Colombia;Producto C;200,00 €;Tarjeta de débito
11/3/2021;2021;mar;Nuria Lorenzo;México;Producto C;200,00 €;Tarjeta de crédito
11/3/2021;2021;mar;Nuria Roldan;Colombia;Producto A;500,00 €;Tarjeta de débito
11/3/2021;2021;mar;Nuria Blasco;Argentina;Producto D;600,00 €;Transferencia bancaria
11/3/2021;2021;mar;Cristian Perez;España;Producto C;200,00 €;Transferencia bancaria
11/3/2021;2021;mar;Cristian Rubio;México;Producto A;500,00 €;Transferencia bancaria
11/3/2021;2021;mar;Cristian Marin;Chile;Producto A;500,00 €;Tarjeta de débito
11/3/2021;2021;mar;Cristian Vega;España;Producto A;500,00 €;Tarjeta de crédito
11/3/2021;2021;mar;Daniela Martin;España;Producto A;500,00 €;Tarjeta de crédito
11/3/2021;2021;mar;Daniela Ruiz;Colombia;Producto D;600,00 €;Tarjeta de crédito
11/3/2021;2021;mar;Daniela Navarro;México;Producto D;600,00 €;Transferencia bancaria
11/3/2021;2021;mar;Daniela Ortega;Chile;Producto C;200,00 €;Transferencia bancaria
11/3/2021;2021;mar;Daniela Mora;Colombia;Producto C;200,00 €;Tarjeta de crédito
11/3/2021;2021;mar;Marcos Montes;México;Producto C;200,00 €;Tarjeta de crédito
11/3/2021;2021;mar;Marcos Laguna;Argentina;Producto B;350,00 €;Tarjeta de débito
11/3/2021;2021;mar;Julieta Pacheco;España;Producto C;200,00 €;Transferencia bancaria
11/3/2021;2021;mar;Melina Gonzalez;Colombia;Producto D;600,00 €;Tarjeta de débito
12/3/2021;2021;mar;Melina Nieto;Argentina;Producto A;500,00 €;Tarjeta de débito
12/3/2021;2021;mar;Melina Ibañez;México;Producto C;200,00 €;Tarjeta de crédito
12/3/2021;2021;mar;Melina Bermudez;Colombia;Producto B;350,00 €;Tarjeta de débito
12/3/2021;2021;mar;Adrian Prieto;España;Producto A;500,00 €;Transferencia bancaria
12/3/2021;2021;mar;Noelia Romero;Argentina;Producto B;350,00 €;Tarjeta de débito
12/3/2021;2021;mar;Noelia Marin;Colombia;Producto C;200,00 €;Tarjeta de débito
12/3/2021;2021;mar;Noelia Rios;México;Producto A;500,00 €;Transferencia bancaria
12/3/2021;2021;mar;Noelia Blasco;Colombia;Producto C;200,00 €;Tarjeta de crédito
12/3/2021;2021;mar;Amanda Gomez;Argentina;Producto B;350,00 €;Tarjeta de débito
12/3/2021;2021;mar;Amanda Rosales;España;Producto D;600,00 €;Tarjeta de crédito
12/3/2021;2021;mar;Amanda Rojas;México;Producto B;350,00 €;Transferencia bancaria
12/3/2021;2021;mar;Felix Ramos;Chile;Producto D;600,00 €;Tarjeta de débito
12/3/2021;2021;mar;Felix Rubio;España;Producto A;500,00 €;Transferencia bancaria
12/3/2021;2021;mar;Felix Montero;España;Producto A;500,00 €;Tarjeta de crédito
12/3/2021;2021;mar;Felix Ibañez;Colombia;Producto A;500,00 €;Transferencia bancaria
12/3/2021;2021;mar;Felix Bautista;México;Producto C;200,00 €;Tarjeta de crédito
12/3/2021;2021;mar;Jimena Flores;Argentina;Producto A;500,00 €;Transferencia bancaria
12/3/2021;2021;mar;Jimena Esteban;Chile;Producto A;500,00 €;Transferencia bancaria
13/3/2021;2021;mar;Jimena Cuesta;Colombia;Producto A;500,00 €;Tarjeta de crédito
13/3/2021;2021;mar;Nicolas Ramos;México;Producto C;200,00 €;Transferencia bancaria
13/3/2021;2021;mar;Nicolas Mendez;Argentina;Producto D;600,00 €;Tarjeta de débito
13/3/2021;2021;mar;Bianca Navarro;España;Producto D;600,00 €;Tarjeta de crédito
13/3/2021;2021;mar;Bianca Rios;Colombia;Producto C;200,00 €;Tarjeta de crédito
13/3/2021;2021;mar;Bianca Crespo;Argentina;Producto A;500,00 €;Transferencia bancaria
13/3/2021;2021;mar;Mauricio Cortes;México;Producto D;600,00 €;Tarjeta de débito
13/3/2021;2021;mar;Mauricio Blasco;Colombia;Producto A;500,00 €;Tarjeta de débito
13/3/2021;2021;mar;Florencia Alonso;España;Producto C;200,00 €;Tarjeta de débito
13/3/2021;2021;mar;Florencia Castro;Argentina;Producto B;350,00 €;Tarjeta de crédito
13/3/2021;2021;mar;Florencia Gallego;Colombia;Producto B;350,00 €;Tarjeta de crédito
13/3/2021;2021;mar;Florencia Escudero;México;Producto C;200,00 €;Tarjeta de crédito
14/3/2021;2021;mar;Florencia Franco;Colombia;Producto B;350,00 €;Tarjeta de débito
14/3/2021;2021;mar;Sebastian Cruz;Argentina;Producto D;600,00 €;Tarjeta de débito
14/3/2021;2021;mar;Sebastian Ibañez;España;Producto A;500,00 €;Transferencia bancaria
14/3/2021;2021;mar;Sebastian Soria;México;Producto C;200,00 €;Tarjeta de débito
14/3/2021;2021;mar;Renata Ramirez;Chile;Producto C;200,00 €;Tarjeta de crédito
14/3/2021;2021;mar;Renata Rubio;España;Producto A;500,00 €;Transferencia bancaria
14/3/2021;2021;mar;Renata Prieto;España;Producto A;500,00 €;Tarjeta de crédito
14/3/2021;2021;mar;Renata Pacheco;Colombia;Producto B;350,00 €;Transferencia bancaria
14/3/2021;2021;mar;Renata Carvajal;México;Producto B;350,00 €;Transferencia bancaria
14/3/2021;2021;mar;Renata Laguna;Chile;Producto D;600,00 €;Transferencia bancaria
14/3/2021;2021;mar;Joaquin alvarez;Colombia;Producto C;200,00 €;Transferencia bancaria
14/3/2021;2021;mar;Joaquin Muñoz;México;Producto B;350,00 €;Tarjeta de débito
14/3/2021;2021;mar;Joaquin Blanco;Argentina;Producto A;500,00 €;Tarjeta de débito
15/3/2021;2021;mar;Joaquin Reyes;España;Producto C;200,00 €;Transferencia bancaria
15/3/2021;2021;mar;Joaquin Bravo;Colombia;Producto B;350,00 €;Tarjeta de débito
15/3/2021;2021;mar;Lourdes Fuentes;Argentina;Producto A;500,00 €;Tarjeta de débito
15/3/2021;2021;mar;Lourdes Solis;México;Producto C;200,00 €;Tarjeta de crédito
15/3/2021;2021;mar;Damian Diaz;Colombia;Producto A;500,00 €;Tarjeta de débito
15/3/2021;2021;mar;Carolina Jimenez;España;Producto B;350,00 €;Tarjeta de débito
16/3/2021;2021;mar;Matias Garcia;Argentina;Producto C;200,00 €;Tarjeta de crédito
16/3/2021;2021;mar;Matias Gil;Colombia;Producto C;200,00 €;Transferencia bancaria
16/3/2021;2021;mar;Matias Cruz;México;Producto D;600,00 €;Transferencia bancaria
16/3/2021;2021;mar;Matias Fuentes;Colombia;Producto A;500,00 €;Transferencia bancaria
16/3/2021;2021;mar;Olga Herrera;Argentina;Producto C;200,00 €;Tarjeta de débito
16/3/2021;2021;mar;Valeria Navarro;España;Producto A;500,00 €;Transferencia bancaria
16/3/2021;2021;mar;Valeria Pacheco;México;Producto C;200,00 €;Tarjeta de crédito
16/3/2021;2021;mar;Rodrigo Reyes;Chile;Producto D;600,00 €;Tarjeta de crédito
16/3/2021;2021;mar;Rodrigo Rosales;España;Producto C;200,00 €;Tarjeta de crédito
16/3/2021;2021;mar;Rodrigo Parra;España;Producto B;350,00 €;Tarjeta de débito
16/3/2021;2021;mar;Rodrigo Roldan;Colombia;Producto C;200,00 €;Tarjeta de crédito
16/3/2021;2021;mar;Ainhoa Santiago;México;Producto D;600,00 €;Tarjeta de crédito
16/3/2021;2021;mar;Ainhoa Vega;Chile;Producto C;200,00 €;Tarjeta de crédito
17/3/2021;2021;mar;Ainhoa Hidalgo;Colombia;Producto B;350,00 €;Tarjeta de débito
17/3/2021;2021;mar;Ainhoa Oliva;México;Producto B;350,00 €;Tarjeta de débito
17/3/2021;2021;mar;Ignacio Gonzalez;Argentina;Producto B;350,00 €;Transferencia bancaria
17/3/2021;2021;mar;Ignacio Rosales;España;Producto C;200,00 €;Tarjeta de crédito
17/3/2021;2021;mar;Tamara Diaz;Colombia;Producto C;200,00 €;Tarjeta de crédito
17/3/2021;2021;mar;Tamara Torres;Argentina;Producto D;600,00 €;Tarjeta de débito
17/3/2021;2021;mar;Tamara Rubio;México;Producto D;600,00 €;Tarjeta de crédito
17/3/2021;2021;mar;Tamara Santiago;Colombia;Producto A;500,00 €;Tarjeta de débito
17/3/2021;2021;mar;Rafael Gil;España;Producto A;500,00 €;Tarjeta de débito
17/3/2021;2021;mar;Rafael Leon;Argentina;Producto B;350,00 €;Transferencia bancaria
18/3/2021;2021;mar;Belen Pardo;Colombia;Producto C;200,00 €;Tarjeta de crédito
18/3/2021;2021;mar;Belen Redondo;México;Producto C;200,00 €;Transferencia bancaria
18/3/2021;2021;mar;Belen Franco;Colombia;Producto D;600,00 €;Tarjeta de crédito
18/3/2021;2021;mar;Bruno Vega;Argentina;Producto B;350,00 €;Transferencia bancaria
18/3/2021;2021;mar;Bruno Escudero;España;Producto C;200,00 €;Transferencia bancaria
18/3/2021;2021;mar;Leticia Alonso;México;Producto D;600,00 €;Tarjeta de crédito
18/3/2021;2021;mar;Leticia Castillo;Chile;Producto A;500,00 €;Tarjeta de crédito
18/3/2021;2021;mar;Leticia Bermudez;España;Producto A;500,00 €;Transferencia bancaria
18/3/2021;2021;mar;Leonardo Diez;España;Producto A;500,00 €;Tarjeta de débito
18/3/2021;2021;mar;Leonardo Hidalgo;Colombia;Producto A;500,00 €;Transferencia bancaria
18/3/2021;2021;mar;Tania Hernandez;México;Producto D;600,00 €;Tarjeta de crédito
19/3/2021;2021;mar;Tania Muñoz;Chile;Producto C;200,00 €;Tarjeta de crédito
19/3/2021;2021;mar;Tania Marin;Colombia;Producto B;350,00 €;Tarjeta de débito
19/3/2021;2021;mar;Tania Prieto;México;Producto A;500,00 €;Tarjeta de débito
19/3/2021;2021;mar;Tania Lorenzo;Argentina;Producto C;200,00 €;Tarjeta de crédito
19/3/2021;2021;mar;Tania Pardo;España;Producto C;200,00 €;Tarjeta de débito
19/3/2021;2021;mar;Tania Montes;Colombia;Producto D;600,00 €;Tarjeta de crédito
19/3/2021;2021;mar;Ruben Serrano;Argentina;Producto A;500,00 €;Transferencia bancaria
19/3/2021;2021;mar;Ruben Prieto;México;Producto B;350,00 €;Transferencia bancaria
19/3/2021;2021;mar;Ruben Saenz;Colombia;Producto A;500,00 €;Tarjeta de crédito
19/3/2021;2021;mar;Ruben Soria;España;Producto D;600,00 €;Tarjeta de débito
20/3/2021;2021;mar;Olivia Santos;Argentina;Producto B;350,00 €;Transferencia bancaria
20/3/2021;2021;mar;Diego Bernal;Colombia;Producto B;350,00 €;Tarjeta de crédito
20/3/2021;2021;mar;Tobias Sanchez;México;Producto A;500,00 €;Transferencia bancaria
20/3/2021;2021;mar;Tobias Navarro;Colombia;Producto C;200,00 €;Tarjeta de débito
20/3/2021;2021;mar;Tobias Molina;Argentina;Producto B;350,00 €;Transferencia bancaria
20/3/2021;2021;mar;Tobias Crespo;España;Producto C;200,00 €;Tarjeta de crédito
20/3/2021;2021;mar;Agustina Navarro;México;Producto C;200,00 €;Transferencia bancaria
20/3/2021;2021;mar;Agustina Carvajal;Chile;Producto D;600,00 €;Tarjeta de crédito
20/3/2021;2021;mar;Clara Prieto;España;Producto D;600,00 €;Tarjeta de débito
20/3/2021;2021;mar;Clara Ibañez;España;Producto D;600,00 €;Tarjeta de crédito
20/3/2021;2021;mar;Clara Montes;Colombia;Producto D;600,00 €;Tarjeta de débito
20/3/2021;2021;mar;Juan Arroyo;México;Producto B;350,00 €;Tarjeta de crédito
20/3/2021;2021;mar;Juan Crespo;Chile;Producto B;350,00 €;Tarjeta de débito
20/3/2021;2021;mar;Juan Soria;Colombia;Producto D;600,00 €;Tarjeta de crédito
20/3/2021;2021;mar;Maria Alonso;México;Producto C;200,00 €;Tarjeta de débito
20/3/2021;2021;mar;Maria Diez;Argentina;Producto B;350,00 €;Tarjeta de crédito
21/3/2021;2021;mar;Maria Izquierdo;España;Producto C;200,00 €;Tarjeta de crédito
21/3/2021;2021;mar;Maria Solis;Colombia;Producto C;200,00 €;Tarjeta de crédito
21/3/2021;2021;mar;Maria Roldan;Argentina;Producto D;600,00 €;Tarjeta de crédito
21/3/2021;2021;mar;Jose Pardo;México;Producto B;350,00 €;Tarjeta de débito
21/3/2021;2021;mar;Jose Bernal;Colombia;Producto A;500,00 €;Tarjeta de crédito
21/3/2021;2021;mar;Ana Cano;España;Producto D;600,00 €;Tarjeta de crédito
21/3/2021;2021;mar;Ana Fuentes;Argentina;Producto D;600,00 €;Tarjeta de crédito
21/3/2021;2021;mar;Ana Galvez;Colombia;Producto B;350,00 €;Transferencia bancaria
21/3/2021;2021;mar;Pedro Martin;México;Producto B;350,00 €;Tarjeta de débito
21/3/2021;2021;mar;Laura Gonzalez;Colombia;Producto D;600,00 €;Tarjeta de crédito
22/3/2021;2021;mar;Laura Garrido;Argentina;Producto C;200,00 €;Transferencia bancaria
22/3/2021;2021;mar;Laura Cano;España;Producto B;350,00 €;Transferencia bancaria
22/3/2021;2021;mar;Laura Santana;México;Producto A;500,00 €;Tarjeta de débito
22/3/2021;2021;mar;Laura Crespo;Chile;Producto C;200,00 €;Transferencia bancaria
22/3/2021;2021;mar;Luis Lopez;España;Producto B;350,00 €;Tarjeta de débito
22/3/2021;2021;mar;Luis Dominguez;España;Producto A;500,00 €;Tarjeta de crédito
23/3/2021;2021;mar;Luis Ortiz;Colombia;Producto D;600,00 €;Tarjeta de crédito
23/3/2021;2021;mar;Luis Cortes;México;Producto C;200,00 €;Tarjeta de crédito
23/3/2021;2021;mar;Marta Ramos;Chile;Producto C;200,00 €;Tarjeta de débito
23/3/2021;2021;mar;Marta Santos;Colombia;Producto B;350,00 €;Transferencia bancaria
23/3/2021;2021;mar;Marta Diez;México;Producto B;350,00 €;Tarjeta de débito
23/3/2021;2021;mar;Marta Pascual;Argentina;Producto D;600,00 €;Tarjeta de crédito
23/3/2021;2021;mar;Carlos Molina;España;Producto B;350,00 €;Tarjeta de débito
24/3/2021;2021;mar;Elena Martinez;Colombia;Producto B;350,00 €;Transferencia bancaria
24/3/2021;2021;mar;Elena Romero;Argentina;Producto D;600,00 €;Transferencia bancaria
24/3/2021;2021;mar;Elena Iglesias;México;Producto A;500,00 €;Tarjeta de crédito
24/3/2021;2021;mar;Elena Oliva;Colombia;Producto C;200,00 €;Transferencia bancaria
24/3/2021;2021;mar;Miguel Suarez;España;Producto D;600,00 €;Tarjeta de débito
24/3/2021;2021;mar;Miguel Fuentes;Argentina;Producto C;200,00 €;Transferencia bancaria
24/3/2021;2021;mar;Carmen Nuñez;Colombia;Producto A;500,00 €;Transferencia bancaria
24/3/2021;2021;mar;Jorge Fernandez;México;Producto B;350,00 €;Tarjeta de crédito
24/3/2021;2021;mar;Jorge Medina;Colombia;Producto C;200,00 €;Tarjeta de crédito
24/3/2021;2021;mar;Jorge Ortega;Argentina;Producto A;500,00 €;Transferencia bancaria
24/3/2021;2021;mar;Jorge Bravo;España;Producto C;200,00 €;Tarjeta de crédito
25/3/2021;2021;mar;Jorge Rios;México;Producto A;500,00 €;Tarjeta de débito
25/3/2021;2021;mar;Lucia Perez;Chile;Producto C;200,00 €;Tarjeta de crédito
25/3/2021;2021;mar;Lucia Leon;España;Producto B;350,00 €;Transferencia bancaria
25/3/2021;2021;mar;Lucia Lorenzo;España;Producto D;600,00 €;Tarjeta de crédito
25/3/2021;2021;mar;Lucia Bermudez;Colombia;Producto C;200,00 €;Transferencia bancaria
25/3/2021;2021;mar;Andres Cuesta;México;Producto B;350,00 €;Transferencia bancaria
25/3/2021;2021;mar;Andres Saez;Chile;Producto A;500,00 €;Tarjeta de crédito
25/3/2021;2021;mar;Isabel Blanco;Colombia;Producto A;500,00 €;Tarjeta de débito
25/3/2021;2021;mar;Isabel Marin;México;Producto C;200,00 €;Transferencia bancaria
25/3/2021;2021;mar;Sofia Santos;Argentina;Producto D;600,00 €;Transferencia bancaria
25/3/2021;2021;mar;Sofia Mora;España;Producto C;200,00 €;Tarjeta de crédito
26/3/2021;2021;mar;Sofia Cuesta;Colombia;Producto B;350,00 €;Transferencia bancaria
26/3/2021;2021;mar;Sofia Mariscal;Argentina;Producto A;500,00 €;Tarjeta de débito
26/3/2021;2021;mar;Fernando alvarez;México;Producto B;350,00 €;Tarjeta de crédito
26/3/2021;2021;mar;Fernando Garrido;Colombia;Producto C;200,00 €;Transferencia bancaria
26/3/2021;2021;mar;Fernando Pardo;España;Producto B;350,00 €;Transferencia bancaria
27/3/2021;2021;mar;Fernando Benitez;Argentina;Producto B;350,00 €;Transferencia bancaria
27/3/2021;2021;mar;Fernando Soler;Colombia;Producto B;350,00 €;Tarjeta de débito
27/3/2021;2021;mar;Paula Ruiz;México;Producto B;350,00 €;Transferencia bancaria
27/3/2021;2021;mar;Paula Villanueva;Colombia;Producto D;600,00 €;Tarjeta de débito
27/3/2021;2021;mar;Sergio Palacios;Argentina;Producto B;350,00 €;Transferencia bancaria
27/3/2021;2021;mar;Sara Suarez;España;Producto B;350,00 €;Transferencia bancaria
27/3/2021;2021;mar;Sara Nuñez;México;Producto C;200,00 €;Tarjeta de crédito
27/3/2021;2021;mar;Sara Carrasco;Chile;Producto B;350,00 €;Transferencia bancaria
27/3/2021;2021;mar;David Jimenez;España;Producto C;200,00 €;Tarjeta de crédito
27/3/2021;2021;mar;David Castro;España;Producto D;600,00 €;Tarjeta de crédito
27/3/2021;2021;mar;David Santiago;Colombia;Producto B;350,00 €;Transferencia bancaria
27/3/2021;2021;mar;David Hidalgo;México;Producto D;600,00 €;Tarjeta de crédito
27/3/2021;2021;mar;David Bravo;Chile;Producto B;350,00 €;Transferencia bancaria
27/3/2021;2021;mar;Patricia Sanz;Colombia;Producto A;500,00 €;Transferencia bancaria
28/3/2021;2021;mar;Patricia Nieto;México;Producto A;500,00 €;Transferencia bancaria
28/3/2021;2021;mar;Manuel Mora;Argentina;Producto C;200,00 €;Tarjeta de crédito
